AphiaID,Species,Phylum,Class,Order,Family,Genus
129332,NA,Annelida,Polychaeta,Eunicida,Lumbrineridae,Augeneria
103471,NA,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium
118548,Echinopleura aculeata,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Echinopleura
475166,NA,Arthropoda,Malacostraca,Amphipoda,Maeridae,NA
129777,Ampharete falcata,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete
123093,NA,Echinodermata,Crinoidea,Comatulida,NA,NA
327919,Eusthenelais hibernica,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Eusthenelais
118358,NA,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus
130913,Fabricia stellaris,Annelida,Polychaeta,Sabellida,Fabriciidae,Fabricia
101633,NA,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Orchomene
719478,NA,Arthropoda,Malacostraca,Amphipoda,NA,NA
129498,NA,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala
131538,Streblosoma bairdi,Annelida,Polychaeta,Terebellida,Terebellidae,Streblosoma
106782,NA,Arthropoda,Malacostraca,Decapoda,Crangonidae,NA
328195,Haematocleptes terebellidis,Annelida,Polychaeta,Eunicida,Oenonidae,Haematocleptes
130240,Lumbrineris cingulata,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris
118250,NA,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,NA
123430,NA,Echinodermata,Echinoidea,Spatangoida,Spatangidae,Spatangus
123608,NA,Echinodermata,Ophiuroidea,Amphilepidida,Amphilepididae,Amphilepis
325351,NA,Arthropoda,Malacostraca,Isopoda,Munnopsidae,NA
325353,NA,Arthropoda,Malacostraca,Isopoda,Munnopsidae,NA
423180,Birsteiniamysis inermis,Arthropoda,Malacostraca,Mysida,Mysidae,Birsteiniamysis
124355,Pourtalesia jeffreysi,Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,Pourtalesia
422870,NA,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Punctulum
131051,Serpula vermicularis,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula
101592,NA,Arthropoda,Malacostraca,Amphipoda,Uristidae,Anonyx
164258,Grantia phillipsi,Porifera,Calcarea,Leucosolenida,Grantiidae,Grantia
118986,Caecognathia stygia,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Caecognathia
101820,Aeginina longicornis,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Aeginina
118745,Macrostylis longiremis,Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis
731859,NA,Arthropoda,Malacostraca,Amphipoda,Lysianassoidea incertae sedis,NA
118802,Pleurogonium spinosissimum,Arthropoda,Malacostraca,Isopoda,Paramunnidae,Pleurogonium
102939,Halice abyssi,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Halice
119999,Erythrops glacialis,Arthropoda,Malacostraca,Mysida,Mysidae,Erythrops
295579,Astacilla dilatata,Arthropoda,Malacostraca,Isopoda,Arcturidae,Astacilla
103024,Pleusymtes pulchella,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Pleusymtes
134688,Nymphon grossipes,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon
989,NA,Annelida,Polychaeta,Sabellida,Serpulidae,NA
129331,NA,Annelida,Polychaeta,Eunicida,Lumbrineridae,Abyssoninoe
141674,Thyasira subcircularis,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira
103196,Tiron spiniferus,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Tiron
118388,NA,Arthropoda,Malacostraca,Isopoda,Paramunnidae,Pleurogonium
146469,Abyssoninoe hibernica,Annelida,Polychaeta,Eunicida,Lumbrineridae,Abyssoninoe
118559,Eugerda tenuimana,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Eugerda
140579,Nuculana pernula,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Nuculana
139738,Epitonium turtonis,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium
118623,Eurycope producta,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Eurycope
118363,NA,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis
138015,NA,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Puncturella
110555,Campylaspis rubicunda,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis
139334,Oenopota tenuicostata,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Oenopota
101980,Gitanopsis inermis,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Gitanopsis
102892,Monoculodes packardi,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Monoculodes
423507,Medicorophium affine,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Medicorophium
106671,NA,Arthropoda,Malacostraca,Decapoda,NA,NA
131513,Phisidia aurea,Annelida,Polychaeta,Terebellida,Terebellidae,Phisidia
322588,NA,Annelida,Polychaeta,Terebellida,Terebellidae,NA
136084,Sipunculus (Sipunculus) nudus,Sipuncula,Sipunculidea,Golfingiida,Sipunculidae,Sipunculus
138631,NA,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Velutina
101471,NA,Arthropoda,Malacostraca,Amphipoda,Aoridae,Microdeutopus
141320,Onoba semicostata,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Onoba
578334,Harmothoe mariannae,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe
124713,Psolus squamatus,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Psolus
131110,Aurospio dibranchiata,Annelida,Polychaeta,Spionida,Spionidae,Aurospio
124663,Pseudothyone serrifera,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Pseudothyone
138597,NA,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella
132019,NA,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea
123096,NA,Echinodermata,Crinoidea,Millericrinida,NA,NA
140252,Limopsis aurita,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis
104057,Dallina septigera,Brachiopoda,Rhynchonellata,Terebratulida,Dallinidae,Dallina
103893,Kukenthalia borealis,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Kukenthalia
106670,NA,Arthropoda,Malacostraca,Decapoda,NA,NA
129681,NA,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis
129800,Lysippe labiata,Annelida,Polychaeta,Terebellida,Ampharetidae,Lysippe
101405,NA,Arthropoda,Malacostraca,Amphipoda,Podoceridae,NA
129524,NA,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma
124151,Pteraster pulvillus,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster
140480,Mytilus edulis,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus
130639,Eulalia viridis,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia
141664,Thyasira granulosa,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira
110380,NA,Arthropoda,Malacostraca,Cumacea,Diastylidae,NA
1365,NA,Cnidaria,Anthozoa,Alcyonacea,NA,NA
1368,NA,Cnidaria,Anthozoa,Alcyonacea,NA,NA
101493,NA,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Siphonoecetes
156086,Eugerda filipes,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Eugerda
124085,Pseudarchaster parelii,Echinodermata,Asteroidea,Paxillosida,Pseudarchasteridae,Pseudarchaster
1329253,Spirotropis confusa,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Spirotropis
128488,NA,Cnidaria,Anthozoa,Pennatulacea,Virgulariidae,NA
130879,Branchiomma inconspicua,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma
129533,NA,Annelida,Polychaeta,Sabellida,Sabellidae,Jasmineira
367569,Propebela bergensis,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Propebela
153853,NA,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,NA
130108,Pherusa arctica,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa
129379,NA,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis
129261,NA,Annelida,Polychaeta,Eunicida,Dorvilleidae,Dorvillea
103141,Metopella longimana,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Metopella
146941,Drifa glomerata,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Drifa
130748,Gattyana amondseni,Annelida,Polychaeta,Phyllodocida,Polynoidae,Gattyana
160451,Propebela harpularia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Propebela
101578,NA,Arthropoda,Malacostraca,Amphipoda,Lepechinellidae,Lepechinella
103654,Aplidium mutabile,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium
160242,Curtitoma ovalis,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Curtitoma
129776,Ampharete baltica,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete
233979,Eurycope hanseni,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Eurycope
140703,Hyalopecten frigidus,Mollusca,Bivalvia,Pectinida,Pectinidae,Hyalopecten
123142,NA,Echinodermata,Asteroidea,Velatida,Pterasteridae,NA
237595,NA,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,NA
101881,Amathillopsis spinigera,Arthropoda,Malacostraca,Amphipoda,Amathillopsidae,Amathillopsis
118357,NA,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Heteromesus
130222,Abyssoninoe abyssorum,Annelida,Polychaeta,Eunicida,Lumbrineridae,Abyssoninoe
118685,Haplomesus quadrispinosus,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus
130037,Parougia eliasoni,Annelida,Polychaeta,Eunicida,Dorvilleidae,Parougia
118688,Heteromesus frigidus,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Heteromesus
129967,Dodecaceria concharum,Annelida,Polychaeta,Terebellida,Cirratulidae,Dodecaceria
129939,Aphelochaeta mcintoshi,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta
111041,NA,Bryozoa,Stenolaemata,Cyclostomatida,Horneridae,Hornera
130871,Bispira crassicornis,Annelida,Polychaeta,Sabellida,Sabellidae,Bispira
882444,Dialychone longiseta,Annelida,Polychaeta,Sabellida,Sabellidae,Dialychone
133612,Hymedesmia (Hymedesmia) nummulus,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,Hymedesmia
123200,NA,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,NA
103439,NA,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,NA
139859,Melanella polita,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Melanella
130915,Fabriciola baltica,Annelida,Polychaeta,Sabellida,Fabriciidae,Fabriciola
334697,Rhamphobrachium brevibrachiatum,Annelida,Polychaeta,Eunicida,Onuphidae,Rhamphobrachium
154127,Schistomeringos rudolphi,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos
131081,Ephesiella abyssorum,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Ephesiella
123181,NA,Echinodermata,Holothuroidea,Apodida,Myriotrochidae,NA
129661,NA,Annelida,Polychaeta,Phyllodocida,Syllidae,Opisthodonta
155716,NA,Arthropoda,Malacostraca,Isopoda,NA,NA
101394,NA,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,NA
852814,Pionosyllis nidrosiensis,Annelida,Polychaeta,Phyllodocida,Syllidae,Pionosyllis
129288,NA,Annelida,Polychaeta,Terebellida,Fauveliopsidae,Fauveliopsis
134105,Thenea levis,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea
724335,Terebellides bigeniculatus,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides
141840,Solariella obscura,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella
160234,NA,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Curtitoma
123160,NA,Echinodermata,Echinoidea,Camarodonta,Echinidae,NA
118522,Dendrotion setosum,Arthropoda,Malacostraca,Isopoda,Dendrotionidae,Dendrotion
118758,Munna limicola,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna
100782,NA,Cnidaria,Anthozoa,Spirularia,Cerianthidae,Cerianthus
118323,NA,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Eugerda
131537,Proclea malmgreni,Annelida,Polychaeta,Terebellida,Terebellidae,Proclea
107590,Hymenodora glacialis,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Hymenodora
139308,Obesotoma woodiana,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Obesotoma
1056328,Amphilochus hamatus,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Amphilochus
118324,NA,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Eugerdella
136321,Pseudosphyrapus serratus,Arthropoda,Malacostraca,Tanaidacea,Sphyrapodidae,Pseudosphyrapus
249962,Asajirus indicus,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Asajirus
118539,Desmosoma lineare,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Desmosoma
136256,NA,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Typhlotanais
118258,NA,Arthropoda,Malacostraca,Isopoda,Janiridae,NA
102543,Caeconyx caeculus,Arthropoda,Malacostraca,Amphipoda,Uristidae,Caeconyx
131474,Amphitrite cirrata,Annelida,Polychaeta,Terebellida,Terebellidae,Amphitrite
102371,Gammaropsis sophiae,Arthropoda,Malacostraca,Amphipoda,Photidae,Gammaropsis
1245747,Desmophyllum pertusum,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Desmophyllum
141741,Trivia arctica,Mollusca,Gastropoda,Littorinimorpha,Triviidae,Trivia
1564,NA,Arthropoda,Pycnogonida,Pantopoda,Callipallenidae,NA
141852,Metzgeria alba,Mollusca,Gastropoda,Neogastropoda,Ptychatractidae,Metzgeria
578333,Harmothoe fernandi,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe
103057,Xenodice frauenfeldti,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Xenodice
123335,NA,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster
103046,Laetmatophilus armatus,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Laetmatophilus
138682,Aclis sarsi,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Aclis
566157,Melanella sinuosa,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Melanella
124593,Echinocucumis hispida,Echinodermata,Holothuroidea,Dendrochirotida,Ypsilothuriidae,Echinocucumis
148628,NA,Arthropoda,Malacostraca,Isopoda,Leptanthuridae,NA
148670,NA,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Aspidarachna
101561,NA,Arthropoda,Malacostraca,Amphipoda,Microprotopidae,Microprotopus
340092,Terebellides gracilis,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides
596591,NA,Arthropoda,Malacostraca,Mysida,Mysidae,NA
131436,Syllis hyalina,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis
124535,Parastichopus tremulus,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Parastichopus
139800,Eulima bilineata,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Eulima
125084,Amphiura griegi,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura
399364,Trophonopsis orpheus,Mollusca,Gastropoda,Neogastropoda,Muricidae,Trophonopsis
118435,NA,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Caecognathia
139840,Melanella frielei,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Melanella
132509,Phakellia robusta,Porifera,Demospongiae,Axinellida,Axinellidae,Phakellia
596978,Pachastrella nodulosa,Porifera,Demospongiae,Tetractinellida,Pachastrellidae,Pachastrella
129955,Chaetozone setosa,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone
332927,Ampharete borealis,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete
101620,NA,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Lysianassa
111035,NA,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Filicrisia
139384,Taranis moerchii,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Taranis
118562,Eugerdella coarctata,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Eugerdella
140243,Limatula subovata,Mollusca,Bivalvia,Limida,Limidae,Limatula
158504,Eugyra glutinans,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Eugyra
129701,NA,Annelida,Polychaeta,Terebellida,Terebellidae,Lysilla
130969,Sabella spallanzanii,Annelida,Polychaeta,Sabellida,Sabellidae,Sabella
118339,NA,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes
124321,Strongylocentrotus droebachiensis,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus
103450,NA,Chordata,Ascidiacea,Stolidobranchia,Styelidae,NA
129961,Cirratulus incertus,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulus
102203,Eusirus minutus,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Eusirus
1648,NA,Sipuncula,Sipunculidea,Golfingiida,Sipunculidae,NA
130452,Aponuphis bilineata,Annelida,Polychaeta,Eunicida,Onuphidae,Aponuphis
102232,Rhachotropis helleri,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis
130754,Harmothoe antilopes,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe
101410,NA,Arthropoda,Malacostraca,Amphipoda,Synopiidae,NA
120088,Mysidopsis didelphys,Arthropoda,Malacostraca,Mysida,Mysidae,Mysidopsis
107558,Philocheras echinulatus,Arthropoda,Malacostraca,Decapoda,Crangonidae,Philocheras
410724,Golfingia (Golfingia) vulgaris,Sipuncula,Sipunculidea,Golfingiida,Golfingiidae,Golfingia
134712,Nymphon tenellum,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon
101979,Gitanopsis bispinosa,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Gitanopsis
131157,Prionospio fallax,Annelida,Polychaeta,Spionida,Spionidae,Prionospio
130103,Flabelligera affinis,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabelligera
146532,Aurospio banyulensis,Annelida,Polychaeta,Spionida,Spionidae,Aurospio
123449,NA,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta
130776,Harmothoe oculinarum,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe
247356,Ansphyrapus tudes,Arthropoda,Malacostraca,Tanaidacea,Sphyrapodidae,Ansphyrapus
130690,Sige fusigera,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Sige
130464,Hyalinoecia tubicola,Annelida,Polychaeta,Eunicida,Onuphidae,Hyalinoecia
101891,Ampelisca brevicornis,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca
110377,Echiurus echiurus,Annelida,Polychaeta,Echiuroidea,Echiuridae,Echiurus
131164,Prionospio steenstrupi,Annelida,Polychaeta,Spionida,Spionidae,Prionospio
131124,Dipolydora socialis,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora
124661,Pseudothyone raphanus,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Pseudothyone
131180,Spio armata,Annelida,Polychaeta,Spionida,Spionidae,Spio
333938,Lysippe fragilis,Annelida,Polychaeta,Terebellida,Ampharetidae,Lysippe
134694,Nymphon leptocheles,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon
103448,NA,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,NA
131076,Sthenelais jeffreysi,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais
141655,Thyasira biplicata,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira
102462,Leucothoe lilljeborgi,Arthropoda,Malacostraca,Amphipoda,Leucothoidae,Leucothoe
102160,Apherusa bispinosa,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Apherusa
129437,NA,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria
102924,Synchelidium haplocheles,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Synchelidium
219,NA,Mollusca,Bivalvia,Lucinida,Thyasiridae,NA
556962,Solariella delicata,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella
141334,Pusillina inconspicua,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Pusillina
134106,Thenea muricata,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea
131073,Sigalion squamosus,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalion
101960,Amphilochoides boecki,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Amphilochoides
152304,Malmgrenia ljungmani,Annelida,Polychaeta,Phyllodocida,Polynoidae,Malmgrenia
129679,NA,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllides
101563,NA,Arthropoda,Malacostraca,Amphipoda,Photidae,Photis
130725,Austrolaenilla mollis,Annelida,Polychaeta,Phyllodocida,Polynoidae,Austrolaenilla
131074,Sthenelais boa,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais
140870,Gari fervensis,Mollusca,Bivalvia,Cardiida,Psammobiidae,Gari
101704,NA,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Synchelidium
118834,Rocinela danmoniensis,Arthropoda,Malacostraca,Isopoda,Aegidae,Rocinela
598906,Laubieriopsis norvegica,Annelida,Polychaeta,Terebellida,Fauveliopsidae,Laubieriopsis
131458,Syllis variegata,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis
131321,Haplosyllis spongicola,Annelida,Polychaeta,Phyllodocida,Syllidae,Haplosyllis
334864,Sthenelais jeffreysii,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais
138451,NA,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Onoba
138686,Aclis walleri,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Aclis
152380,Curveulima devians,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Curveulima
22610,NA,Annelida,Polychaeta,Eunicida,Oenonidae,NA
1567,NA,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,NA
118675,Ilyarachna frami,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna
118263,NA,Arthropoda,Malacostraca,Isopoda,Munnidae,NA
118798,Pleurogonium inerme,Arthropoda,Malacostraca,Isopoda,Paramunnidae,Pleurogonium
106198,Weltnerium nymphocola,Arthropoda,Hexanauplia,Scalpelliformes,Scalpellidae,Weltnerium
848952,Eumetula vitrea,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Newtoniellidae,Eumetula
141308,Onoba aculeus,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Onoba
129156,NA,Annelida,Polychaeta,Terebellida,Ampharetidae,Amphicteis
130102,Diplocirrus longisetosus,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus
131029,Protis arctica,Annelida,Polychaeta,Sabellida,Serpulidae,Protis
129719,NA,Annelida,Polychaeta,Spionida,Trochochaetidae,Trochochaeta
954694,Parathyasira dunbari,Mollusca,Bivalvia,Lucinida,Thyasiridae,Parathyasira
148671,Aspidarachna clypeata,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Aspidarachna
884676,NA,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia
141330,Pseudosetia turgida,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Pseudosetia
181512,NA,Annelida,Polychaeta,Terebellida,Terebellidae,NA
129314,NA,Annelida,Polychaeta,Phyllodocida,Hesionidae,Nereimyra
131388,Sphaerosyllis hystrix,Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis
102409,Ericthonius rubricornis,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius
156073,Echinozone arctica,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Echinozone
131035,Protula tubularia,Annelida,Polychaeta,Sabellida,Serpulidae,Protula
136229,NA,Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia
103035,Dulichia tuberculata,Arthropoda,Malacostraca,Amphipoda,Dulichiidae,Dulichia
103166,Stenothoe marina,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenothoe
130909,Euchone rubrocincta,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone
183258,Malletia johnsoni,Mollusca,Bivalvia,Nuculanida,Malletiidae,Malletia
410717,Aspidosiphon (Aspidosiphon) muelleri,Sipuncula,Phascolosomatidea,Aspidosiphonida,Aspidosiphonidae,Aspidosiphon
103193,Syrrhoites serrata,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Syrrhoites
123206,NA,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,NA
118474,Cyathura carinata,Arthropoda,Malacostraca,Isopoda,Anthuridae,Cyathura
423481,Lepechinella eupraxiella,Arthropoda,Malacostraca,Amphipoda,Lepechinellidae,Lepechinella
472966,Neohela lamia,Arthropoda,Malacostraca,Amphipoda,Unciolidae,Neohela
138456,NA,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa
137673,NA,Mollusca,Bivalvia,Arcida,Arcidae,Bathyarca
123244,NA,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Pontaster
123908,Psilaster andromeda,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Psilaster
140709,Palliolum striatum,Mollusca,Bivalvia,Pectinida,Pectinidae,Palliolum
102876,Bathymedon saussurei,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Bathymedon
123851,Pontaster tenuispinus,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Pontaster
129471,NA,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus
178911,Lasaea adansoni,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Lasaea
237596,NA,Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,NA
118751,Munna acanthifera,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna
181313,Limatula demiradiata,Mollusca,Bivalvia,Limida,Limidae,Limatula
119856,NA,Arthropoda,Malacostraca,Mysida,Mysidae,Erythrops
156433,Spio limicola,Annelida,Polychaeta,Spionida,Spionidae,Spio
102388,Photis tenuicornis,Arthropoda,Malacostraca,Amphipoda,Photidae,Photis
118451,NA,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria
102911,Paroediceros lynceus,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Paroediceros
152423,NA,Mollusca,Bivalvia,Lucinida,Thyasiridae,Mendicula
129290,NA,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus
137739,NA,Mollusca,Bivalvia,Cardiida,Cardiidae,Parvicardium
102861,Odius carinatus,Arthropoda,Malacostraca,Amphipoda,Ochlesidae,Odius
202,NA,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,NA
510534,NA,Echinodermata,Echinoidea,Camarodonta,NA,NA
248352,NA,Arthropoda,Malacostraca,Amphipoda,Unciolidae,NA
130932,Myxicola infundibulum,Annelida,Polychaeta,Sabellida,Sabellidae,Myxicola
101778,NA,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Syrrhoe
131482,Artacama proboscidea,Annelida,Polychaeta,Terebellida,Terebellidae,Artacama
102603,Lepidepecreum umbo,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Lepidepecreum
101710,NA,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Pardalisca
719177,Protis akvaplani,Annelida,Polychaeta,Sabellida,Serpulidae,Protis
